age,bay_area,cabernet,carneros,cases,cluster,estate,mendocino,merlot,napa,nonvariety,pinot,price,reserve,score,shiraz,sierra,sonoma,sth_coast,time,vineyard,washington,y00,y91,y92,y93,y94,y95,y96,y97,y98,y99
3,0,1,0,0.7,3,0,0,0,1,0,0,68.200005,0,92,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,1.178,3,0,0,0,0,0,1,60.989998,0,89,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,1.44,3,0,0,0,1,0,0,48.959999,0,81,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.8240000000000001,3,0,0,0,0,0,1,61.200005,0,88,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,2.0,3,0,0,0,1,0,0,69.000008,0,94,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0.37,3,0,0,0,0,0,1,49.499996,1,87,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
4,0,1,0,1.5,3,0,0,0,1,0,0,58.850002,0,92,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
4,0,1,0,0.89,3,1,0,0,0,0,0,66.0,0,92,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.207,3,0,1,0,0,0,1,50.999996,0,86,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,1.05,3,0,0,0,1,1,0,44.0,0,87,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.42000000000000004,3,0,0,0,0,0,1,40.68,1,84,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,0.4,3,0,0,0,1,0,0,50.849995,0,95,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,0.7,3,0,0,0,1,0,0,48.149998,0,92,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.06999999999999999,3,0,0,0,0,1,0,43.68,0,90,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0.7,3,0,0,0,1,0,0,57.199997,0,92,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,2.443,3,0,0,0,1,0,0,63.240005,0,94,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0.195,3,0,0,1,0,0,0,44.0,0,87,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
5,0,1,0,0.842,3,0,0,0,0,0,0,75.0,0,88,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0.75,3,0,0,0,1,0,0,55.080006,0,92,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0.27999999999999997,3,0,0,0,0,0,1,46.200001,0,89,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.17099999999999999,3,0,0,0,0,0,1,43.699993,1,89,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.8,3,0,0,0,0,0,1,46.009998,1,88,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,0,0.145,3,0,0,0,0,0,1,52.0,0,85,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0.899,3,0,0,0,0,0,1,53.5,0,86,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.154,3,0,0,0,1,0,0,40.800003,0,86,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0.8,3,0,0,0,1,0,0,49.920002,0,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,1.175,3,0,0,0,1,0,0,52.800007,0,92,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
4,0,1,0,0.10900000000000001,3,1,0,0,0,0,0,49.999996,0,85,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
4,0,1,0,3.1,3,0,0,0,0,0,0,57.5,0,90,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,0,0.5,3,0,0,0,0,0,0,48.149998,0,89,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,14.193999999999999,3,0,0,0,1,1,0,49.719994,1,91,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.15,3,0,0,0,0,0,1,42.800003,0,80,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.51,3,0,0,0,0,0,1,53.5,0,88,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0.1,3,0,0,0,1,1,0,57.5,1,90,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0.1,3,0,0,0,0,0,1,50.999996,0,89,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,0,0.122,3,0,0,0,0,0,1,69.360001,0,91,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0.5,3,0,0,0,0,0,1,40.660004,1,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0.61,3,0,0,0,1,0,0,66.300003,0,92,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.175,3,0,0,1,1,0,0,48.149998,0,91,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,6.5,3,0,0,0,1,1,0,61.599998,0,93,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.425,3,0,0,0,0,0,0,57.199997,0,87,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.25,3,0,0,0,0,0,1,46.200001,0,85,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
4,0,1,0,2.44,3,0,0,0,1,0,0,63.250004,0,88,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0.086,3,0,0,0,0,0,0,40.0,0,85,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0.4,3,0,0,0,0,0,1,48.149998,1,89,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,1.3599999999999999,3,0,0,0,1,0,0,71.400002,0,92,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,1.4,3,0,0,0,0,0,1,55.000004,0,92,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.7,3,0,0,0,0,0,0,49.600002,0,89,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0.1,3,0,0,0,0,0,1,53.5,0,91,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,2.0,3,0,0,0,0,0,0,71.5,0,94,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,0.6,3,0,0,0,1,0,0,50.84,0,91,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0.42000000000000004,3,0,0,1,0,0,0,74.899994,1,88,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0,1.434,3,0,0,0,1,0,0,60.500004,1,89,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,3.5,3,0,0,0,1,1,0,67.600006,0,95,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
4,0,1,0,2.5,3,0,0,0,1,0,0,55.000004,0,90,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,10.0,3,0,0,0,1,0,0,52.079994,0,92,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0.95,3,0,0,0,1,0,1,52.019997,0,88,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.55,3,0,0,1,1,0,0,42.84,0,85,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.355,3,0,0,1,1,0,0,65.0,0,89,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,0.146,3,0,0,0,0,0,0,44.999996,0,86,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,0.33999999999999997,3,0,0,0,1,1,0,46.799999,0,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.075,3,0,1,0,0,0,1,46.0,0,92,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,1.45,3,0,0,0,1,0,0,48.149998,0,93,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0.425,3,0,0,0,0,0,0,46.0,0,87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,1.392,3,0,0,0,1,0,0,57.040001,0,89,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,1,0,8.4,3,0,0,0,0,0,0,72.799995,0,88,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0.42400000000000004,3,0,0,0,1,0,0,66.339996,0,91,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,1,1,0,0.301,3,0,0,0,0,0,0,49.499996,1,89,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,1,0,0,0.7,3,0,0,0,0,0,0,43.860004,0,83,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,1.5,3,0,0,0,1,0,0,52.650002,1,89,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
3,0,1,0,0.35,3,0,0,0,1,0,0,55.000004,0,88,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,0.075,3,0,0,0,1,0,0,42.639999,0,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.119,3,0,0,0,0,1,0,45.899998,0,89,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0.2,3,0,0,0,0,0,1,40.25,0,85,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0.365,3,0,1,0,0,0,1,45.899998,0,88,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.22000000000000003,3,0,0,1,1,0,0,51.75,0,88,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
5,0,1,0,2.353,3,0,0,0,1,0,0,55.639999,0,89,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,1.508,3,0,0,0,0,0,0,58.850002,0,89,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.072,3,0,0,0,0,0,1,40.950001,0,88,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0.16699999999999998,3,0,0,0,1,0,0,64.200005,0,89,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,1.0,3,0,0,0,1,1,0,51.699997,0,94,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,5.0,3,0,0,0,1,1,0,52.0,0,86,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0.18,3,0,0,1,1,0,0,66.0,1,92,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.4,3,0,0,0,0,0,1,50.849995,0,86,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.346,3,0,0,0,0,0,0,42.84,1,86,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,0.7,3,0,0,0,1,0,0,62.150002,1,93,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.6599999999999999,3,0,0,0,0,0,1,46.200001,1,88,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
4,0,1,0,0.9,3,0,0,0,1,0,0,55.000004,0,90,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.7,3,0,1,0,0,0,1,46.0,0,90,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,0.063,3,0,0,0,1,0,0,71.5,0,91,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.155,3,0,0,0,0,0,0,55.119999,0,87,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,2.451,3,0,0,0,0,1,0,57.5,0,93,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1,0,1.85,3,0,0,0,1,0,0,71.5,1,93,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.354,3,0,0,0,0,0,1,50.999996,0,87,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0.2,3,0,0,0,0,0,1,42.349998,0,87,0,0,0,1,8,1,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0.7,3,0,0,0,1,1,0,55.369995,0,92,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.08299999999999999,3,0,0,0,0,0,0,62.400009,1,89,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0.312,3,0,0,0,0,0,1,48.959999,0,88,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,1.025,3,0,0,0,1,0,0,49.499996,0,94,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.27999999999999997,3,0,0,0,0,0,1,52.0,0,88,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0.453,3,0,0,0,0,0,0,50.999996,0,87,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,5.0,3,0,0,0,1,0,0,70.059998,0,92,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,1.684,3,0,0,0,1,0,0,53.5,0,94,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.1,3,0,0,0,0,0,1,56.500008,0,87,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.7,3,0,0,1,1,0,0,56.099998,1,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0.55,3,0,0,0,0,0,1,41.999996,0,86,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,1.9609999999999999,3,0,0,0,0,0,0,56.500008,0,91,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.18,3,0,1,0,0,0,1,48.149998,0,90,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
3,1,0,0,0.644,3,0,0,1,0,0,0,48.149998,1,89,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0.975,3,0,0,0,1,1,0,60.500004,0,88,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,1,0,0,0.16999999999999998,3,0,0,0,0,0,1,53.5,0,86,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,2.44,3,0,0,0,1,0,0,48.959999,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0.4,3,0,0,0,0,0,1,50.999996,0,93,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,1.2650000000000001,3,0,0,0,0,0,0,49.499996,0,91,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0
3,0,1,0,0.268,3,0,0,0,0,0,0,53.5,0,83,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0.42000000000000004,3,0,0,0,0,0,1,47.459999,0,89,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,0.75,3,0,0,0,1,0,0,56.159992,0,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,2.5,3,0,0,0,1,1,0,48.959999,0,88,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.279,3,0,0,0,0,0,1,66.0,0,92,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.096,3,0,0,0,0,0,1,40.800003,0,87,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,30.0,3,0,0,0,1,0,0,71.690002,0,91,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0.11000000000000001,3,0,0,0,1,0,1,46.799999,0,86,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0.3,3,0,0,0,0,0,1,46.799999,0,90,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1,0,1.6,3,0,0,0,1,0,0,57.5,1,91,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
5,0,1,0,2.7,3,0,0,0,1,0,0,56.099998,0,90,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.33999999999999997,3,0,0,0,1,0,0,56.500008,1,91,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,2.232,3,0,0,0,0,0,0,48.880005,1,86,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,16.5,3,0,0,0,1,0,0,48.959999,0,91,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0.7110000000000001,3,0,0,0,0,0,1,49.499996,0,87,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
5,0,1,0,1.7329999999999999,3,0,0,0,1,0,0,56.099998,0,88,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.7,3,0,0,0,1,0,1,55.000004,1,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,4.0,3,1,0,0,0,0,0,62.000004,0,91,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,2.2,3,0,0,1,0,0,0,49.140003,1,86,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0.42800000000000005,3,0,0,0,0,0,1,61.200005,0,90,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0.4,3,0,0,0,0,0,1,44.0,0,87,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0.7,3,0,0,0,0,0,1,51.75,0,92,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,0.75,3,0,0,0,1,0,0,63.279999,0,91,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0,2.152,3,0,0,0,1,0,0,60.0,0,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,18.0,3,0,0,0,1,0,0,52.030006,1,91,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
3,0,1,0,2.535,3,0,0,0,1,0,0,61.200005,0,92,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0.5,3,0,0,0,0,0,1,45.199997,0,87,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,3.0,3,0,0,0,1,0,0,50.849995,0,88,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.7,3,0,0,0,1,0,1,52.0,1,85,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0.515,3,0,0,0,0,0,0,56.099998,1,89,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.9810000000000001,3,0,0,0,0,0,0,63.240005,0,88,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1
5,0,1,0,1.25,3,0,0,0,1,0,0,64.200005,1,84,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,1.141,3,0,0,0,0,0,0,46.799999,0,88,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0.25,3,0,0,0,0,0,1,42.800003,0,87,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
4,0,1,0,0.6,3,0,0,0,1,0,0,61.200005,0,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
4,0,1,0,1.359,3,0,0,0,1,0,0,67.600006,0,89,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,0,4.0,3,0,0,0,0,0,0,56.099998,0,89,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,2.041,3,0,0,0,0,0,1,40.800003,0,86,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,1.1,3,0,0,0,0,0,1,51.479996,0,90,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0.18,3,0,0,0,1,0,1,40.800003,0,88,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,0.375,3,0,0,0,0,1,0,57.120003,0,88,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,1.7920000000000003,3,1,0,0,0,0,0,51.75,0,90,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.175,3,0,0,0,0,0,1,42.349998,0,88,0,0,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0.425,3,0,0,1,1,0,0,44.939999,0,87,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.5,3,0,0,0,0,0,0,39.549995,0,82,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.161,3,0,0,1,0,0,0,50.849995,1,87,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,6.8,3,0,0,0,1,1,0,55.000004,1,94,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.515,3,0,0,0,1,0,0,41.599998,0,82,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,1.343,3,0,0,0,1,0,0,69.550003,1,92,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
4,0,1,0,3.7,3,0,0,0,0,0,0,53.110004,1,93,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0.38,3,0,0,1,1,0,0,40.25,0,85,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,1.2,3,0,0,1,1,0,0,61.200005,0,93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0.35,3,0,0,0,0,0,1,39.52,0,86,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.5,3,0,0,0,1,1,0,52.650002,0,90,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
5,0,1,0,0.95,3,0,0,0,1,0,0,70.0,1,88,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.7,3,0,0,0,0,0,1,49.140003,1,88,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,4.0,3,0,0,0,1,1,0,70.180008,0,89,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0.67,3,0,0,0,1,0,0,71.400002,0,91,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0.29500000000000004,3,0,0,0,0,0,1,45.199997,0,88,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0
2,1,0,0,1.1,3,0,0,0,0,0,1,50.999996,0,88,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0.261,3,0,0,1,0,0,0,61.200005,0,88,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0.48,3,0,0,1,1,0,0,55.000004,0,87,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0,1.0,3,0,0,0,1,0,0,62.400009,1,86,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.06999999999999999,3,0,0,0,0,0,1,49.920002,0,88,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0.21200000000000002,3,0,0,0,0,0,0,55.000004,1,83,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
