age,asian,black,divorced,educ,exper,faminc,female,hrswork,insure,married,mcaid,mcare,metro,midwest,nchild,northeast,single,south,union,wage,west,white
34,0,0,0,14,14,25000,1,40,1,1,0,0,1,0,1,0,0,1,0,28.0,0,1
32,0,0,0,12,14,7920,1,40,0,1,1,0,1,1,3,0,0,0,1,7.5,0,1
65,1,0,0,16,43,11659,1,40,1,1,0,0,1,0,0,0,0,0,1,18.75,1,0
56,0,0,0,12,38,60017,1,40,1,1,0,0,1,0,0,0,0,0,0,23.6,1,1
52,0,0,0,21,25,110253,1,50,1,1,0,0,1,0,0,0,0,1,0,36.52,0,1
37,0,0,0,12,19,0,1,40,0,1,1,0,0,0,3,0,0,1,0,9.5,0,1
39,0,0,0,13,20,46615,1,36,1,1,0,0,1,0,1,0,0,1,1,8.0,0,1
49,0,0,0,14,29,35969,1,70,1,1,0,0,0,1,0,0,0,0,0,15.0,0,1
55,0,0,0,12,37,22317,1,40,0,1,0,0,0,1,1,0,0,0,0,9.5,0,1
56,0,1,0,18,32,62600,1,40,1,1,0,0,1,0,1,1,0,0,0,67.3,0,0
51,0,0,0,16,29,4637,1,36,1,1,0,0,1,0,0,1,0,0,0,25.92,0,1
59,0,0,0,12,41,15695,1,40,1,1,0,0,1,0,0,1,0,0,0,20.0,0,1
37,0,0,0,16,15,55000,1,40,1,1,0,0,0,0,0,1,0,0,0,16.5,0,1
34,0,0,0,11,17,13615,1,60,1,1,0,0,0,0,1,0,0,1,0,9.25,0,1
47,0,1,0,12,29,19000,1,38,1,1,0,0,1,0,0,0,0,1,0,15.29,0,0
53,0,0,0,13,34,8376,1,38,1,1,0,0,0,0,0,0,0,0,0,7.25,1,1
52,0,0,0,14,32,25577,1,40,0,1,0,0,0,1,0,0,0,0,0,17.0,0,1
34,1,0,0,10,18,28323,1,40,1,1,0,0,1,0,1,0,0,0,0,8.25,1,0
40,1,0,0,20,14,181823,1,40,1,1,0,0,1,0,2,0,0,0,0,25.95,1,0
35,0,0,0,21,8,125600,1,55,1,1,0,0,1,0,1,0,0,1,0,52.45,0,1
53,0,0,0,16,31,35000,1,40,1,1,0,0,1,1,0,0,0,0,0,7.5,0,1
38,0,0,0,20,12,76742,1,50,1,1,0,0,1,1,0,0,0,0,0,23.08,0,1
49,0,0,0,12,31,52002,1,40,1,1,0,0,0,0,0,1,0,0,0,11.35,0,1
34,0,0,0,16,12,0,1,40,0,1,0,0,1,0,2,0,0,1,0,7.8,0,1
37,0,1,0,14,17,30024,1,24,1,1,0,0,1,0,1,0,0,1,0,11.64,0,0
37,1,0,0,18,13,21000,1,40,1,1,0,0,1,1,3,0,0,0,0,25.0,0,0
47,0,0,0,16,25,27300,1,40,1,1,0,0,0,0,2,1,0,0,0,10.0,0,1
33,0,1,0,16,11,37000,1,40,0,1,0,0,1,0,0,0,0,1,0,9.8,0,0
22,0,0,0,12,4,24525,1,40,1,1,0,0,1,0,0,1,0,0,0,11.22,0,1
24,0,0,0,13,5,20002,1,40,0,1,0,0,1,0,0,1,0,0,0,11.0,0,1
59,0,0,0,18,35,67325,1,45,1,1,0,0,0,0,0,0,0,0,0,54.71,1,1
22,0,0,0,16,0,70030,1,45,1,1,0,0,1,0,0,0,0,0,0,19.22,1,1
44,1,0,0,12,26,80009,1,40,1,1,0,0,1,0,3,0,0,1,0,14.03,0,0
30,0,0,0,12,12,45000,1,40,1,1,0,0,1,0,1,0,0,0,0,9.2,1,1
57,0,0,0,21,30,65600,1,40,1,1,0,0,1,0,2,0,0,1,0,17.3,0,1
33,0,0,0,16,11,95004,1,40,1,1,0,0,1,1,2,0,0,0,0,36.05,0,1
31,0,0,0,12,13,40000,1,40,1,1,0,0,1,0,2,0,0,0,0,18.75,1,1
33,0,0,0,16,11,35600,1,40,1,1,0,0,0,1,1,0,0,0,0,20.0,0,1
44,0,0,0,20,18,38000,1,40,1,1,0,0,0,0,0,0,0,1,0,20.65,0,1
48,0,0,0,16,26,22211,1,40,1,1,0,0,1,1,1,0,0,0,0,13.22,0,1
55,0,0,0,13,36,0,1,40,0,1,0,0,0,1,1,0,0,0,0,29.0,0,1
56,0,0,0,18,32,141217,1,42,1,1,0,0,0,0,0,1,0,0,0,33.95,0,1
31,0,0,0,18,7,65012,1,50,1,1,0,0,1,0,0,1,0,0,0,16.28,0,1
46,0,0,0,16,24,41000,1,40,1,1,0,0,1,0,2,1,0,0,0,23.08,0,1
39,0,0,0,18,15,82020,1,40,1,1,0,0,1,0,2,0,0,1,0,14.4,0,1
52,0,0,0,5,41,39000,1,40,0,1,1,0,1,0,3,0,0,0,0,15.38,1,1
44,0,0,0,12,26,5000,1,35,1,1,1,0,1,0,2,0,0,0,0,13.71,1,1
45,0,0,0,16,23,61500,1,40,1,1,0,0,0,0,2,0,0,0,0,31.25,1,1
52,0,0,0,16,30,144627,1,40,1,1,0,0,1,0,1,0,0,1,0,72.13,0,1
37,0,0,0,12,19,5800,1,40,1,1,0,0,1,1,1,0,0,0,0,21.42,0,1
58,0,0,0,12,40,20760,1,40,1,1,0,0,1,0,0,0,0,1,0,10.0,0,1
58,0,0,0,12,40,130506,1,40,1,1,0,0,1,0,0,0,0,1,0,16.59,0,1
49,0,0,0,13,30,169196,1,40,1,1,0,0,1,0,0,1,0,0,0,17.6,0,1
30,0,0,0,16,8,20000,1,36,1,1,0,0,1,1,2,0,0,0,0,26.0,0,1
52,0,0,0,14,32,50005,1,40,1,1,0,0,1,0,2,1,0,0,1,17.52,0,1
56,0,0,0,14,36,58213,1,40,1,1,0,0,1,0,0,1,0,0,0,19.28,0,1
36,1,0,0,12,18,175600,1,40,1,1,0,0,1,0,0,0,0,0,1,9.0,1,0
39,0,0,0,16,17,35000,1,40,1,1,0,0,1,0,3,0,0,0,0,18.0,1,1
34,0,0,0,13,15,58000,1,44,1,1,0,0,1,0,3,0,0,0,0,22.3,1,1
46,0,0,0,18,22,60000,1,40,1,1,0,0,0,1,2,0,0,0,0,24.05,0,1
36,0,0,0,12,18,150000,1,40,1,1,0,0,1,0,3,0,0,0,0,24.05,1,1
55,0,0,0,21,28,30500,1,50,1,1,0,0,1,0,0,0,0,0,0,57.7,1,1
48,0,0,0,13,29,42921,1,40,1,1,0,0,1,1,2,0,0,0,1,14.0,0,1
39,0,0,0,16,17,55775,1,50,1,1,0,0,1,1,2,0,0,0,0,23.08,0,1
39,1,0,0,18,15,129000,1,36,1,1,0,0,1,0,2,1,0,0,0,41.67,0,0
51,0,0,0,12,33,55000,1,40,1,1,0,0,1,0,0,0,0,1,0,9.0,0,1
47,0,1,0,16,25,49000,1,40,1,1,0,0,1,0,2,0,0,1,1,12.84,0,0
29,0,0,0,14,9,55025,1,40,1,1,0,0,1,1,2,0,0,0,0,16.83,0,1
55,0,0,0,12,37,24000,1,0,1,1,1,0,1,0,1,1,0,0,0,12.5,0,1
62,0,0,0,12,44,63659,1,50,1,1,0,0,0,1,0,0,0,0,0,11.5,0,1
56,0,0,0,13,37,60200,1,40,1,1,0,0,1,0,0,0,0,0,0,21.63,1,1
54,0,0,0,12,36,35151,1,40,1,1,0,0,1,0,1,0,0,1,0,15.88,0,1
31,0,0,0,13,12,31000,1,45,1,1,0,0,1,0,1,0,0,0,0,9.2,1,1
61,0,0,0,12,43,51402,1,40,1,1,0,0,1,0,0,0,0,1,0,20.0,0,1
45,0,0,0,16,23,88000,1,40,1,1,0,0,1,0,2,0,0,0,0,41.35,1,1
42,0,0,0,16,20,165808,1,45,1,1,0,0,0,1,0,0,0,0,0,13.67,0,1
38,0,0,0,18,14,31000,1,50,1,1,0,0,0,0,0,1,0,0,0,19.24,0,1
40,0,0,0,12,22,37521,1,37,1,1,0,0,1,1,1,0,0,0,1,25.46,0,1
54,0,0,0,13,35,115047,1,45,1,1,0,0,1,1,0,0,0,0,0,17.96,0,1
45,0,0,0,14,25,45351,1,40,1,1,0,0,1,1,0,0,0,0,0,16.0,0,1
27,0,0,0,18,3,10900,1,40,1,1,0,0,1,0,0,0,0,1,0,26.42,0,1
47,0,0,0,13,28,84712,1,40,1,1,0,0,1,1,2,0,0,0,0,15.0,0,1
55,0,0,0,14,35,41300,1,40,1,1,0,0,1,1,1,0,0,0,0,11.5,0,1
47,0,0,0,18,23,95000,1,38,1,1,0,0,1,0,2,0,0,1,1,38.87,0,1
50,0,0,0,14,30,49878,1,55,1,1,0,0,0,0,3,1,0,0,0,13.45,0,1
44,0,1,0,12,26,16584,1,40,1,1,0,0,1,0,1,1,0,0,1,21.5,0,0
46,1,0,0,12,28,310000,1,40,1,1,0,0,1,0,0,0,0,0,0,30.0,1,0
40,0,0,0,12,22,33000,1,40,0,1,0,0,1,0,0,0,0,1,0,16.83,0,1
74,0,0,0,18,50,52563,1,40,1,1,0,0,1,0,0,0,0,0,0,71.15,1,1
61,0,0,0,12,43,33662,1,40,1,1,0,0,0,1,0,0,0,0,0,11.02,0,1
40,0,0,0,16,18,35100,1,36,1,1,0,0,1,1,2,0,0,0,0,41.0,0,1
35,0,0,0,0,29,28600,1,30,0,1,0,0,1,0,1,0,0,0,0,10.0,1,1
53,0,1,0,12,35,44466,1,38,1,1,0,0,1,0,0,1,0,0,1,15.0,0,0
43,0,0,0,12,25,66332,1,40,1,1,0,0,1,1,0,0,0,0,0,15.95,0,1
61,0,0,0,12,43,21640,1,40,1,1,0,0,1,1,0,0,0,0,0,15.0,0,1
61,0,0,0,18,37,138885,1,40,1,1,0,0,1,1,0,0,0,0,1,28.85,0,1
55,0,1,0,13,36,0,1,45,1,1,0,0,1,0,0,0,0,0,1,23.07,1,0
43,0,1,0,13,24,30000,1,40,1,1,0,0,1,0,1,0,0,1,0,37.5,0,0
46,0,0,0,18,22,50485,1,40,1,1,0,0,1,0,1,1,0,0,0,8.75,0,1
21,0,0,0,13,2,21755,1,20,1,1,0,0,1,0,0,0,0,1,0,12.0,0,1
40,0,0,0,12,22,51700,1,40,1,1,0,0,1,0,1,0,0,0,0,12.0,1,1
28,0,0,0,18,4,60200,1,40,1,1,0,0,1,0,0,0,0,0,0,27.5,1,1
28,0,0,0,16,6,28700,1,40,1,1,0,0,1,0,2,1,0,0,0,24.05,0,1
36,0,0,0,18,12,23153,1,55,1,1,0,0,0,0,2,1,0,0,1,14.45,0,1
45,0,0,0,16,23,25000,1,0,1,1,0,0,0,1,2,0,0,0,0,10.95,0,1
45,0,0,0,14,25,12732,1,40,0,1,0,0,0,0,1,0,0,0,0,10.0,1,1
41,0,0,0,16,19,100025,1,40,1,1,0,0,1,0,2,1,0,0,0,25.0,0,1
49,0,0,0,16,27,106988,1,40,1,1,0,0,1,0,0,0,0,1,0,26.45,0,1
43,0,0,0,16,21,15000,1,40,1,1,0,0,0,1,0,0,0,0,0,13.0,0,1
58,0,0,0,12,40,14351,1,40,0,1,0,0,1,1,0,0,0,0,0,14.0,0,1
55,0,0,0,13,36,34797,1,40,1,1,0,0,0,0,0,0,0,0,0,21.63,1,1
46,0,0,0,16,24,46003,1,40,1,1,0,0,1,0,2,1,0,0,0,27.5,0,1
66,0,0,0,13,47,30719,1,40,1,1,0,0,1,1,1,0,0,0,1,17.0,0,1
57,0,0,0,16,35,177571,1,35,1,1,0,0,1,0,1,1,0,0,1,27.2,0,1
52,0,0,0,12,34,74200,1,35,1,1,0,0,1,1,1,0,0,0,0,9.11,0,1
23,0,0,0,12,5,25000,1,40,1,1,0,0,0,0,3,0,0,1,0,8.0,0,1
39,0,0,0,10,23,48000,1,40,1,1,0,0,0,0,2,0,0,1,0,13.0,0,1
53,0,0,0,12,35,33243,1,40,1,1,0,0,1,0,0,0,0,1,0,10.69,0,1
49,0,0,0,14,29,150000,1,40,1,1,0,0,0,0,0,0,0,1,0,8.0,0,1
51,0,0,0,12,33,43866,1,40,0,1,0,0,1,0,2,0,0,1,0,13.5,0,1
48,0,0,0,16,26,113788,1,70,1,1,0,0,1,0,2,1,0,0,0,32.97,0,1
33,0,0,0,12,15,177300,1,40,1,1,0,0,1,0,3,0,0,0,0,10.0,1,1
52,0,0,0,12,34,46920,1,60,1,1,0,0,0,0,0,0,0,0,0,26.34,1,1
39,0,0,0,12,21,53000,1,40,1,1,0,0,1,0,1,0,0,1,0,58.65,0,1
45,0,0,0,13,26,130162,1,40,1,1,0,0,1,0,2,1,0,0,0,24.02,0,1
50,0,0,0,14,30,107800,1,38,1,1,0,0,0,0,2,0,0,1,0,9.35,0,1
39,0,0,0,12,21,16768,1,38,0,1,0,0,0,0,0,0,0,0,0,9.0,1,1
45,0,0,0,16,23,150,1,40,1,1,0,0,1,0,2,0,0,1,0,66.82,0,1
23,0,0,0,12,5,13000,1,35,1,1,0,0,1,0,3,0,0,0,0,8.5,1,1
45,0,0,0,13,26,100000,1,32,1,1,0,0,1,0,2,0,0,1,0,13.0,0,1
38,0,0,0,14,18,60162,1,40,1,1,0,0,1,1,3,0,0,0,0,22.0,0,1
52,0,0,0,20,26,40000,1,40,1,1,0,0,1,1,1,0,0,0,0,22.0,0,1
40,0,0,0,12,22,90000,1,30,0,1,0,0,1,0,1,0,0,1,0,10.5,0,1
55,1,0,0,14,35,0,1,40,0,1,1,0,1,0,0,1,0,0,0,12.0,0,0
35,0,0,0,18,11,90056,1,40,1,1,0,0,1,0,4,0,0,0,1,34.63,1,1
51,0,0,0,13,32,12000,1,40,1,1,0,0,1,0,1,0,0,0,0,16.0,1,1
54,0,0,0,12,36,27295,1,45,1,1,0,0,0,1,1,0,0,0,0,20.0,0,1
33,0,0,0,18,9,19150,1,40,1,1,0,0,0,0,2,0,0,1,0,16.35,0,1
25,0,0,0,12,7,12000,1,40,0,1,1,0,1,0,3,0,0,1,0,12.0,0,1
68,0,0,0,12,50,60000,1,42,1,1,0,1,1,1,0,0,0,0,0,8.0,0,1
47,0,1,0,12,29,32000,1,40,1,1,0,0,0,0,0,0,0,1,0,11.88,0,0
53,0,0,0,18,29,87070,1,40,1,1,0,0,0,0,0,0,0,0,1,29.17,1,1
28,0,0,0,16,6,52300,1,40,1,1,0,0,1,0,1,0,0,1,1,23.73,0,1
49,0,0,0,18,25,53483,1,40,1,1,0,0,0,0,2,1,0,0,1,18.27,0,1
34,0,1,0,12,16,65000,1,40,1,1,0,0,1,0,2,1,0,0,1,25.0,0,0
27,0,0,0,13,8,120000,1,40,1,1,0,0,0,0,2,0,0,0,0,12.5,1,1
34,0,0,0,14,14,83600,1,40,1,1,0,0,1,0,2,0,0,1,0,15.38,0,1
47,0,0,0,12,29,42825,1,40,1,1,0,0,0,0,1,0,0,0,0,31.48,1,1
37,0,1,0,16,15,53400,1,40,1,1,0,0,1,0,3,1,0,0,0,32.65,0,0
63,0,0,0,18,39,113714,1,60,1,1,0,0,1,1,0,0,0,0,0,48.08,0,1
26,0,0,0,16,4,33708,1,40,1,1,0,0,1,0,1,0,0,1,1,28.85,0,1
44,1,0,0,12,26,59000,1,45,0,1,0,0,1,1,6,0,0,0,0,9.22,0,0
34,0,0,0,16,12,56500,1,50,1,1,0,0,0,1,3,0,0,0,1,12.88,0,1
56,0,0,0,13,37,10200,1,37,1,1,0,0,1,0,0,1,0,0,0,13.46,0,1
32,0,1,0,13,13,54000,1,40,1,1,0,0,1,1,1,0,0,0,0,16.24,0,0
34,1,0,0,18,10,110025,1,40,1,1,0,0,1,0,1,1,0,0,0,20.65,0,0
29,0,0,0,16,7,52000,1,45,1,1,0,0,1,1,2,0,0,0,1,16.24,0,1
34,0,0,0,12,16,40300,1,40,0,1,0,0,1,0,2,0,0,1,0,12.02,0,1
62,0,0,0,16,40,16962,1,40,1,1,0,0,0,1,0,0,0,0,1,21.63,0,1
56,0,0,0,12,38,41685,1,40,1,1,0,0,1,0,0,1,0,0,0,30.0,0,1
29,0,0,0,16,7,35010,1,45,1,1,0,0,1,0,0,1,0,0,0,25.64,0,1
46,0,0,0,18,22,9600,1,50,1,1,0,0,1,1,0,0,0,0,0,29.8,0,1
32,0,0,0,16,10,210050,1,40,1,1,0,0,1,0,2,0,0,0,1,15.0,1,1
24,0,0,0,13,5,39650,1,35,1,1,0,0,1,0,0,0,0,0,0,15.0,1,1
36,0,0,0,13,17,95000,1,8,1,1,0,0,1,0,2,0,0,1,0,6.88,0,1
54,0,0,0,18,30,64809,1,40,1,1,0,0,1,0,2,1,0,0,1,33.65,0,1
36,0,0,0,16,14,225,1,40,1,1,0,0,1,0,1,0,0,1,0,26.45,0,1
36,0,0,0,16,14,32540,1,40,1,1,0,0,1,0,1,0,0,1,0,15.0,0,1
57,0,0,0,12,39,10000,1,40,1,1,0,0,1,0,0,1,0,0,1,13.0,0,1
38,1,0,0,9,23,32400,1,40,1,1,0,1,1,0,1,0,0,0,0,19.23,1,0
55,0,0,0,16,33,36100,1,55,1,1,0,0,1,0,1,0,0,1,0,14.69,0,1
49,0,0,0,16,27,160602,1,40,1,1,0,0,1,1,4,0,0,0,1,35.08,0,1
40,0,0,0,13,21,31200,1,40,1,1,0,0,1,0,2,0,0,0,1,13.5,1,1
53,0,0,0,12,35,35000,1,40,1,1,0,0,0,0,1,0,0,1,0,14.0,0,1
57,0,1,0,13,38,7720,1,40,1,1,0,0,1,0,0,0,0,0,0,8.75,1,0
55,0,0,0,12,37,98001,1,70,1,1,0,0,0,0,1,0,0,0,0,11.53,1,1
40,0,0,0,13,21,38081,1,40,1,1,0,0,1,0,2,0,0,1,0,14.4,0,1
38,1,0,0,21,11,90000,1,40,1,1,0,0,1,0,0,0,0,1,0,38.45,0,0
38,1,0,0,12,20,405959,1,40,1,1,0,0,1,0,2,0,0,0,1,15.0,1,0
56,0,0,0,18,32,120000,1,40,1,1,0,0,1,0,0,0,0,1,0,19.23,0,1
26,0,0,0,16,4,42000,1,40,1,1,0,0,1,0,0,1,0,0,1,49.5,0,1
33,1,0,0,16,11,0,1,40,0,1,0,0,1,0,2,0,0,0,0,5.78,1,0
59,0,1,0,12,41,15599,1,40,1,1,0,0,1,0,1,0,0,1,0,10.1,0,0
42,0,0,0,16,20,210654,1,40,1,1,0,0,1,0,3,0,0,0,0,21.25,1,1
37,1,0,0,16,15,100100,1,40,1,1,0,0,1,0,2,1,0,0,0,72.13,0,0
40,0,0,0,14,20,75615,1,40,1,1,0,0,0,1,3,0,0,0,0,16.12,0,1
45,0,0,0,16,23,91500,1,35,1,1,0,0,1,0,2,0,0,1,0,10.95,0,1
42,0,0,0,13,23,7000,1,40,1,1,0,0,1,0,3,1,0,0,0,16.83,0,1
59,0,0,0,20,33,67000,1,35,1,1,0,0,1,0,1,1,0,0,1,18.25,0,1
53,0,0,0,12,35,122367,1,38,1,1,0,0,1,0,1,0,0,1,0,18.21,0,1
62,0,0,0,18,38,37000,1,35,1,1,0,0,1,0,0,1,0,0,1,40.11,0,1
32,0,0,0,16,10,63177,1,43,1,1,0,0,1,0,1,1,0,0,0,25.58,0,1
44,1,0,0,16,22,30000,1,35,1,1,0,0,1,0,2,1,0,0,0,12.5,0,0
42,0,0,0,13,23,30003,1,40,1,1,0,0,1,1,2,0,0,0,1,27.4,0,1
43,0,0,0,16,21,176843,1,40,1,1,0,0,0,1,3,0,0,0,0,18.75,0,1
58,0,0,0,12,40,54100,1,40,1,1,0,0,0,0,0,1,0,0,0,10.25,0,1
52,0,0,0,12,34,1000,1,44,1,1,0,0,1,0,0,1,0,0,1,25.8,0,1
33,0,0,0,16,11,0,1,40,1,1,0,0,1,0,1,1,0,0,0,23.0,0,1
48,0,0,0,16,26,111400,1,50,1,1,0,0,1,0,3,0,0,1,1,46.16,0,1
42,0,0,0,12,24,75084,1,40,1,1,0,0,1,1,4,0,0,0,0,12.0,0,1
29,0,0,0,13,10,170000,1,40,1,1,0,0,0,1,3,0,0,0,0,14.25,0,1
43,0,0,0,16,21,75700,1,40,1,1,0,0,1,0,2,0,0,1,0,55.28,0,1
39,0,0,0,16,17,27095,1,50,1,1,1,0,1,0,1,0,0,0,0,9.24,1,1
38,0,0,0,13,19,39000,1,40,1,1,0,0,1,0,0,0,0,1,0,18.75,0,1
42,0,0,0,16,20,50002,1,40,1,1,0,0,1,0,4,1,0,0,1,33.65,0,1
38,0,0,0,16,16,23977,1,40,1,1,0,0,1,1,1,0,0,0,0,28.8,0,1
52,0,0,0,12,34,46260,1,40,1,1,0,0,0,0,0,0,0,1,0,18.0,0,1
49,0,0,0,14,29,12488,1,40,1,1,0,0,1,0,1,1,0,0,0,14.9,0,1
62,0,0,0,16,40,174035,1,40,1,1,0,0,1,1,0,0,0,0,0,17.8,0,1
60,1,0,0,16,38,55002,1,40,1,1,0,0,1,0,0,1,0,0,0,34.6,0,0
55,0,0,0,18,31,127000,1,40,1,1,0,0,0,0,0,0,0,0,0,52.4,1,1
67,0,0,0,13,48,42194,1,40,1,1,0,0,0,0,0,0,0,1,0,10.7,0,1
32,0,0,0,16,10,58500,1,43,1,1,0,0,0,1,2,0,0,0,1,14.25,0,1
54,0,0,0,14,34,39355,1,37,1,1,0,0,1,1,0,0,0,0,0,15.22,0,1
32,0,0,0,14,12,53000,1,48,1,1,0,0,0,0,2,0,0,0,0,19.56,1,1
43,0,0,0,18,19,204731,1,35,1,1,0,0,1,0,2,0,0,1,0,25.26,0,1
42,0,0,0,13,23,24000,1,40,1,1,0,0,1,0,0,1,0,0,0,18.45,0,1
47,0,0,0,16,25,63048,1,40,1,1,0,0,1,0,3,1,0,0,0,10.57,0,1
56,0,0,0,16,34,50010,1,40,1,1,0,0,1,0,0,0,0,1,0,19.23,0,1
59,0,1,0,20,33,118400,1,40,1,1,0,0,1,0,1,0,0,1,0,18.25,0,0
63,1,0,0,12,45,50000,1,40,1,1,0,0,1,1,0,0,0,0,0,24.05,0,0
45,0,0,0,18,21,0,1,55,1,1,0,0,1,1,1,0,0,0,0,11.73,0,1
33,0,0,0,16,11,52200,1,40,1,1,0,0,1,0,1,0,0,0,1,23.08,1,1
50,0,1,0,20,24,80000,1,50,1,1,0,0,1,0,0,0,0,1,0,21.0,0,0
29,0,0,0,16,7,47200,1,40,1,1,0,0,1,1,3,0,0,0,0,22.13,0,1
59,0,0,0,12,41,50800,1,20,1,1,0,0,1,0,2,0,0,1,0,67.3,0,1
48,0,0,0,18,24,6005,1,40,1,1,0,0,0,0,2,0,0,1,0,52.4,0,1
48,0,0,0,16,26,75120,1,40,1,1,0,0,1,0,1,0,0,0,1,25.0,1,1
68,0,0,0,12,50,14399,1,40,0,1,0,1,1,0,0,0,0,1,0,7.25,0,1
34,0,0,0,13,15,75000,1,25,1,1,0,0,0,0,0,0,0,1,0,19.24,0,1
53,0,0,0,18,29,63370,1,55,1,1,0,0,1,1,1,0,0,0,0,13.98,0,1
62,0,0,0,12,44,70000,1,40,1,1,0,0,0,1,0,0,0,0,0,10.35,0,1
53,0,0,0,13,34,35000,1,40,1,1,0,0,1,0,1,0,0,0,0,20.0,1,1
26,0,0,0,18,2,91505,1,40,1,1,0,0,0,0,0,1,0,0,0,21.63,0,1
