age,asian,black,divorced,educ,exper,faminc,female,hrswork,insure,married,mcaid,mcare,metro,midwest,nchild,northeast,single,south,union,wage,west,white
60,0,0,0,12,42,44001,1,40,1,1,0,0,0,0,0,1,0,0,0,18.03,0,1
40,0,0,0,16,18,75095,1,40,1,1,0,0,0,0,0,1,0,0,0,18.75,0,1
53,0,0,0,10,37,45029,1,40,1,1,0,0,1,0,0,1,0,0,0,10.0,0,1
30,1,0,0,14,10,29587,1,40,0,1,1,0,1,0,2,1,0,0,0,13.0,0,0
62,0,0,0,14,42,79753,1,40,1,1,0,0,1,0,0,1,0,0,0,17.0,0,1
58,0,0,0,12,40,17100,1,40,0,1,0,0,1,0,0,1,0,0,0,9.35,0,1
54,0,0,0,18,30,90169,1,40,1,1,0,0,1,0,1,1,0,0,1,64.9,0,1
51,0,0,0,14,31,24119,1,40,1,1,0,0,1,0,0,1,0,0,0,25.0,0,1
52,0,0,0,12,34,1000,1,44,1,1,0,0,1,0,0,1,0,0,1,25.8,0,1
49,0,0,0,12,31,98990,1,45,1,1,0,0,1,0,1,1,0,0,0,8.45,0,1
28,0,0,0,18,4,60010,1,40,1,1,0,0,1,0,1,1,0,0,1,21.63,0,1
62,0,0,0,18,38,37000,1,35,1,1,0,0,1,0,0,1,0,0,1,40.11,0,1
48,0,0,0,16,26,65924,1,49,1,1,0,0,1,0,2,1,0,0,1,20.0,0,1
48,0,0,0,12,30,175414,1,40,1,1,0,0,1,0,3,1,0,0,0,16.35,0,1
46,0,0,0,16,24,95808,1,40,1,1,0,0,1,0,2,1,0,0,0,21.63,0,1
33,0,0,0,18,9,87000,1,40,1,1,0,0,1,0,2,1,0,0,0,31.25,0,1
45,0,0,0,12,27,52000,1,40,1,1,0,0,1,0,2,1,0,0,0,20.2,0,1
40,0,0,0,12,22,175916,1,35,1,1,0,0,1,0,2,1,0,0,0,12.86,0,1
44,0,0,0,18,20,133000,1,40,1,1,0,0,1,0,1,1,0,0,0,38.45,0,1
53,0,0,0,13,34,29601,1,35,0,1,0,0,1,0,0,1,0,0,0,17.25,0,1
39,1,0,0,18,15,129000,1,36,1,1,0,0,1,0,2,1,0,0,0,41.67,0,0
44,0,0,0,18,20,152501,1,45,1,1,0,0,1,0,1,1,0,0,0,10.78,0,1
50,0,0,0,18,26,27870,1,40,1,1,0,0,1,0,2,1,0,0,0,54.33,0,1
46,0,0,0,12,28,55031,1,30,0,1,0,0,1,0,1,1,0,0,0,23.0,0,1
40,0,0,0,14,20,20000,1,40,1,1,0,0,1,0,0,1,0,0,0,12.02,0,1
46,0,0,0,14,26,103043,1,40,1,1,0,0,1,0,1,1,0,0,0,25.0,0,1
61,0,0,0,16,39,25000,1,40,1,1,0,0,1,0,2,1,0,0,0,12.5,0,1
38,0,0,0,13,19,27350,1,20,1,1,0,0,1,0,1,1,0,0,0,13.0,0,1
52,0,0,0,18,28,67134,1,40,1,1,0,0,1,0,0,1,0,0,0,11.31,0,1
49,0,0,0,13,30,31200,1,40,1,1,0,0,1,0,0,1,0,0,0,27.0,0,1
44,0,0,0,16,22,45000,1,38,0,1,0,0,1,0,0,1,0,0,0,23.66,0,1
49,0,0,0,16,27,79510,1,40,1,1,0,0,1,0,2,1,0,0,1,18.0,0,1
30,0,0,0,16,8,76500,1,40,1,1,0,0,1,0,1,1,0,0,0,25.38,0,1
57,0,1,0,12,39,45002,1,36,1,1,0,0,1,0,2,1,0,0,1,11.7,0,0
58,0,0,0,16,36,70534,1,45,1,1,0,0,1,0,0,1,0,0,0,23.07,0,1
46,0,0,0,16,24,46003,1,40,1,1,0,0,1,0,2,1,0,0,0,27.5,0,1
32,0,0,0,16,10,58000,1,40,1,1,0,0,1,0,1,1,0,0,0,20.0,0,1
60,0,0,0,16,38,99679,1,35,1,1,0,0,1,0,0,1,0,0,0,24.86,0,1
56,0,0,0,13,37,10200,1,37,1,1,0,0,1,0,0,1,0,0,0,13.46,0,1
31,0,0,0,18,7,45000,1,40,1,1,0,0,0,0,0,1,0,0,0,47.5,0,1
35,0,0,0,18,11,83610,1,55,1,1,0,0,0,0,2,1,0,0,1,12.24,0,1
51,0,0,0,12,33,39075,1,40,1,1,0,0,0,0,0,1,0,0,0,18.0,0,1
53,0,0,0,14,33,32166,1,45,1,1,0,0,0,0,0,1,0,0,0,19.67,0,1
58,0,0,0,12,40,54100,1,40,1,1,0,0,0,0,0,1,0,0,0,10.25,0,1
27,0,0,0,16,5,121500,1,32,1,1,0,0,0,0,1,1,0,0,0,4.17,0,1
38,0,0,0,13,19,56000,1,40,1,1,0,0,0,0,3,1,0,0,0,4.25,0,1
58,0,0,0,12,40,35421,1,40,1,1,0,0,0,0,0,1,0,0,0,29.96,0,1
46,0,0,0,16,24,66760,1,40,1,1,0,0,0,0,2,1,0,0,0,21.7,0,1
68,0,0,0,10,52,30000,1,25,0,1,0,1,0,0,0,1,0,0,0,8.76,0,1
40,0,0,0,13,21,24104,1,40,1,1,0,0,0,0,0,1,0,0,0,58.65,0,1
51,0,0,0,12,33,25000,1,40,0,1,1,1,0,0,0,1,0,0,0,10.0,0,1
44,0,0,0,18,20,36500,1,40,1,1,0,0,0,0,0,1,0,0,1,33.15,0,1
61,0,0,0,16,39,37500,1,50,1,1,0,0,0,0,0,1,0,0,0,21.19,0,1
24,0,0,0,12,6,32000,1,40,1,1,0,0,0,0,0,1,0,0,0,12.5,0,1
32,0,0,0,13,13,54001,1,74,1,1,0,1,0,0,0,1,0,0,0,21.75,0,1
36,0,0,0,14,16,35000,1,40,1,1,0,0,0,0,2,1,0,0,0,17.0,0,1
64,0,0,0,18,40,1695,1,45,1,1,0,0,0,0,0,1,0,0,1,29.5,0,1
35,0,0,0,16,13,49546,1,40,1,1,0,0,0,0,3,1,0,0,0,33.17,0,1
58,0,0,0,12,40,52876,1,40,1,1,0,0,0,0,0,1,0,0,0,16.59,0,1
37,0,0,0,14,17,25000,1,40,1,1,0,0,0,0,1,1,0,0,0,25.7,0,1
59,0,0,0,16,37,69250,1,46,1,1,0,0,0,0,0,1,0,0,0,15.0,0,1
74,0,0,0,12,56,16319,1,3,0,1,0,1,0,0,0,1,0,0,0,12.9,0,1
42,0,0,0,16,20,98700,1,40,1,1,0,0,0,0,2,1,0,0,0,28.85,0,1
51,0,0,0,18,27,23081,1,40,1,1,0,0,0,0,2,1,0,0,0,31.0,0,1
27,0,0,0,12,9,32639,1,40,1,1,0,0,0,0,1,1,0,0,0,13.62,0,1
32,0,0,0,16,10,35005,1,35,1,1,0,0,0,0,2,1,0,0,1,20.89,0,1
37,0,0,0,14,17,30000,1,45,1,1,0,0,0,0,2,1,0,0,0,25.5,0,1
41,0,0,0,21,14,150301,1,40,1,1,0,0,0,0,1,1,0,0,0,72.13,0,1
50,0,0,0,14,30,84810,1,40,1,1,1,0,0,0,0,1,0,0,0,17.0,0,1
24,0,0,0,13,5,32000,1,40,1,1,0,0,0,0,1,1,0,0,0,16.7,0,1
48,0,0,0,18,24,58233,1,40,1,1,0,0,1,0,3,1,0,0,0,18.45,0,1
47,0,0,0,18,23,71081,1,40,1,1,1,0,1,0,2,1,0,0,0,35.0,0,1
43,0,0,0,12,25,25001,1,36,1,1,0,0,1,0,1,1,0,0,0,19.5,0,1
60,0,0,0,13,41,18560,1,40,1,1,0,0,1,0,0,1,0,0,0,19.23,0,1
51,0,0,0,12,33,62101,1,40,1,1,0,0,1,0,0,1,0,0,0,15.0,0,1
33,0,0,0,16,11,72200,1,45,1,1,1,0,1,0,0,1,0,0,0,21.0,0,1
40,0,0,0,16,18,100615,1,40,1,1,0,0,1,0,1,1,0,0,0,13.5,0,1
50,0,0,0,16,28,64460,1,30,1,1,0,0,1,0,2,1,0,0,0,22.0,0,1
63,0,0,0,18,39,317,1,46,1,1,0,0,1,0,0,1,0,0,0,13.8,0,1
45,0,0,0,21,18,170300,1,50,1,1,0,0,1,0,0,1,0,0,0,56.12,0,1
31,0,0,0,18,7,65012,1,50,1,1,0,0,1,0,0,1,0,0,0,16.28,0,1
52,0,0,0,21,25,201079,1,50,1,1,0,0,1,0,4,1,0,0,1,36.5,0,1
35,0,0,0,21,8,24152,1,40,0,1,0,0,1,0,1,1,0,0,1,33.75,0,1
56,0,0,0,12,38,20547,1,55,1,1,0,0,1,0,0,1,0,0,0,25.0,0,1
61,0,0,0,18,37,68100,1,40,1,1,0,0,0,0,0,1,0,0,1,33.65,0,1
54,0,0,0,21,27,75517,1,40,1,1,0,0,0,0,0,1,0,0,1,35.58,0,1
51,0,0,0,18,27,101163,1,43,1,1,0,0,1,0,2,1,0,0,0,33.53,0,1
49,0,0,0,16,27,165485,1,52,1,1,0,0,1,0,2,1,0,0,0,31.81,0,1
54,0,0,0,13,35,96621,1,35,1,1,0,0,1,0,1,1,0,0,0,16.96,0,1
47,0,0,0,18,23,80005,1,45,1,1,0,0,1,0,0,1,0,0,1,32.91,0,1
57,0,0,0,18,33,108000,1,40,1,1,0,0,1,0,0,1,0,0,0,28.85,0,1
42,0,0,0,16,20,50002,1,40,1,1,0,0,1,0,4,1,0,0,1,33.65,0,1
53,0,0,0,18,29,116100,1,50,1,1,0,0,1,0,0,1,0,0,0,57.7,0,1
49,0,0,0,18,25,58000,1,40,1,1,0,0,1,0,0,1,0,0,0,60.58,0,1
62,0,0,0,16,40,60100,1,40,1,1,0,0,1,0,0,1,0,0,0,9.63,0,1
43,0,0,0,18,19,16403,1,40,1,1,0,0,1,0,0,1,0,0,1,22.6,0,1
26,0,0,0,16,4,31530,1,50,1,1,0,0,1,0,0,1,0,0,0,12.46,0,1
61,0,1,0,18,37,129819,1,50,1,1,0,0,1,0,0,1,0,0,1,15.0,0,0
52,0,0,0,12,34,52000,1,40,1,1,0,0,1,0,1,1,0,0,0,31.25,0,1
48,0,0,0,20,22,260024,1,80,1,1,0,0,1,0,2,1,0,0,0,36.06,0,1
58,0,0,0,21,31,308426,1,50,1,1,0,0,1,0,0,1,0,0,0,26.92,0,1
52,0,0,0,20,26,161750,1,45,1,1,0,0,1,0,2,1,0,0,0,56.84,0,1
51,0,0,0,16,29,33811,1,70,1,1,0,0,1,0,2,1,0,0,0,41.21,0,1
39,0,0,0,18,15,44500,1,55,1,1,0,0,1,0,3,1,0,0,0,35.0,0,1
62,1,0,0,14,42,144537,1,40,1,1,0,0,1,0,1,1,0,0,0,19.73,0,0
63,0,0,0,18,39,77112,1,50,1,1,0,0,1,0,1,1,0,0,0,23.08,0,1
54,0,0,0,16,32,48024,1,40,1,1,0,0,1,0,1,1,0,0,0,60.58,0,1
52,1,0,0,14,32,47000,1,40,1,1,0,0,1,0,1,1,0,0,0,28.85,0,0
55,0,0,0,16,33,46004,1,40,1,1,0,0,1,0,0,1,0,0,0,34.0,0,1
46,0,0,0,18,22,50485,1,40,1,1,0,0,1,0,1,1,0,0,0,8.75,0,1
61,0,0,0,18,37,64017,1,40,1,1,0,0,1,0,0,1,0,0,1,30.77,0,1
33,0,0,0,12,15,80000,1,35,1,1,0,0,1,0,2,1,0,0,0,11.11,0,1
39,0,0,0,18,15,58342,1,40,1,1,0,0,1,0,2,1,0,0,0,47.0,0,1
32,0,0,0,14,12,49015,1,39,1,1,0,0,1,0,2,1,0,0,0,31.0,0,1
60,1,0,0,12,42,30000,1,40,1,1,0,0,1,0,2,1,0,0,0,15.29,0,0
37,0,1,0,14,17,0,1,38,0,1,1,0,1,0,3,1,0,0,0,12.59,0,0
51,0,0,0,18,27,171000,1,45,1,1,0,0,1,0,0,1,0,0,0,57.69,0,1
23,0,1,0,14,3,39600,1,40,1,1,1,0,1,0,0,1,0,0,0,5.0,0,0
59,0,0,0,12,41,40000,1,40,1,1,0,0,1,0,0,1,0,0,0,17.85,0,1
54,0,0,0,18,30,64809,1,40,1,1,0,0,1,0,2,1,0,0,1,33.65,0,1
55,1,0,0,14,35,0,1,40,0,1,1,0,1,0,0,1,0,0,0,12.0,0,0
52,0,0,0,14,32,50005,1,40,1,1,0,0,1,0,2,1,0,0,1,17.52,0,1
43,0,0,0,14,23,40000,1,40,1,1,0,0,1,0,3,1,0,0,0,33.65,0,1
33,0,0,0,16,11,94025,1,52,1,1,0,0,1,0,0,1,0,0,0,21.37,0,1
44,0,1,0,13,25,75024,1,40,1,1,1,0,1,0,2,1,0,0,0,16.5,0,0
47,0,0,0,16,25,94627,1,40,1,1,0,0,1,0,2,1,0,0,0,39.45,0,1
38,0,0,0,12,20,38000,1,40,1,1,0,0,1,0,2,1,0,0,0,12.5,0,1
62,0,0,0,14,42,30159,1,40,1,1,0,0,1,0,0,1,0,0,0,15.0,0,1
51,0,0,0,12,33,45000,1,40,1,1,0,0,1,0,1,1,0,0,0,13.25,0,1
51,0,0,0,16,29,83599,1,44,1,1,0,0,1,0,0,1,0,0,0,39.0,0,1
49,0,0,0,16,27,26500,1,40,0,1,0,0,1,0,2,1,0,0,0,28.0,0,1
52,0,0,0,16,30,199155,1,20,1,1,0,0,1,0,2,1,0,0,1,72.1,0,1
55,0,0,0,12,37,50169,1,40,1,1,0,0,1,0,1,1,0,0,0,15.0,0,1
54,0,0,0,16,32,60000,1,40,1,1,0,0,1,0,1,1,0,0,0,25.0,0,1
41,0,0,0,18,17,27032,1,40,1,1,0,0,1,0,2,1,0,0,1,31.25,0,1
22,0,0,0,12,4,13000,1,40,1,1,0,0,1,0,1,1,0,0,0,12.0,0,1
48,0,0,0,5,37,66502,1,35,1,1,0,0,1,0,2,1,0,0,0,15.0,0,1
27,0,0,0,12,9,30000,1,40,0,1,0,0,1,0,2,1,0,0,0,18.13,0,1
44,0,0,0,18,20,113025,1,40,1,1,0,0,1,0,2,1,0,0,0,37.97,0,1
46,0,0,0,16,24,73500,1,35,1,1,0,0,1,0,2,1,0,0,0,21.97,0,1
53,0,0,0,14,33,80102,1,2,1,1,0,0,1,0,0,1,0,0,0,22.0,0,1
44,0,0,0,13,25,49000,1,32,1,1,0,0,1,0,1,1,0,0,0,20.0,0,1
41,0,0,0,18,17,79115,1,40,1,1,0,0,1,0,3,1,0,0,1,62.5,0,1
51,0,0,0,14,31,117000,1,40,1,1,0,0,1,0,2,1,0,0,0,47.0,0,1
45,0,0,0,13,26,130162,1,40,1,1,0,0,1,0,2,1,0,0,0,24.02,0,1
65,0,0,0,12,47,163999,1,35,0,1,0,1,1,0,0,1,0,0,0,12.0,0,1
32,0,0,0,16,10,63177,1,43,1,1,0,0,1,0,1,1,0,0,0,25.58,0,1
23,0,0,0,13,4,72302,1,40,0,1,0,0,1,0,1,1,0,0,0,13.0,0,1
38,0,0,0,12,20,34504,1,40,1,1,0,0,1,0,1,1,0,0,0,16.04,0,1
34,0,0,0,21,7,91000,1,40,1,1,0,0,1,0,0,1,0,0,0,38.45,0,1
43,0,0,0,16,21,5040,1,40,1,1,0,0,1,0,0,1,0,0,1,25.0,0,1
56,0,0,0,18,32,253,1,35,1,1,0,0,1,0,0,1,0,0,1,34.06,0,1
36,0,0,0,16,14,300081,1,36,1,1,0,0,1,0,1,1,0,0,1,36.39,0,1
52,0,0,0,12,34,25600,1,40,1,1,0,0,1,0,1,1,0,0,0,15.2,0,1
48,0,0,0,18,24,55021,1,32,1,1,0,0,1,0,2,1,0,0,0,38.56,0,1
46,0,0,0,16,24,120125,1,40,1,1,0,0,1,0,1,1,0,0,0,27.36,0,1
41,0,0,0,12,23,40000,1,39,1,1,0,0,1,0,2,1,0,0,0,9.5,0,1
33,0,0,0,16,11,96150,1,41,1,1,0,0,1,0,0,1,0,0,0,30.63,0,1
47,0,0,0,18,23,99507,1,50,1,1,0,0,1,0,0,1,0,0,0,26.92,0,1
48,0,0,0,18,24,164017,1,40,1,1,0,0,1,0,2,1,0,0,0,52.88,0,1
31,0,0,0,18,7,57550,1,52,1,1,0,0,0,0,0,1,0,0,1,16.63,0,1
27,0,0,0,14,7,64010,1,40,1,1,0,0,1,0,0,1,0,0,1,48.0,0,1
38,0,0,0,14,18,59080,1,37,1,1,0,0,1,0,1,1,0,0,1,12.0,0,1
39,0,0,0,13,20,0,1,40,0,1,1,0,1,0,3,1,0,0,0,9.0,0,1
37,1,0,0,16,15,100100,1,40,1,1,0,0,1,0,2,1,0,0,0,72.13,0,0
34,1,0,0,18,10,110025,1,40,1,1,0,0,1,0,1,1,0,0,0,20.65,0,0
60,1,0,0,16,38,55002,1,40,1,1,0,0,1,0,0,1,0,0,0,34.6,0,0
54,0,0,0,12,36,73517,1,40,1,1,0,0,1,0,1,1,0,0,0,20.0,0,1
61,0,0,0,18,37,59063,1,5,1,1,0,0,1,0,0,1,0,0,1,351.6,0,1
52,0,0,0,14,32,70551,1,40,1,1,0,0,1,0,2,1,0,0,0,20.67,0,1
36,1,0,0,18,12,98100,1,40,1,1,0,0,1,0,2,1,0,0,0,53.85,0,0
52,0,0,0,16,30,210000,1,40,1,1,0,0,1,0,1,1,0,0,0,53.83,0,1
57,0,0,0,16,35,177571,1,35,1,1,0,0,1,0,1,1,0,0,1,27.2,0,1
51,0,0,0,16,29,49200,1,30,1,1,0,0,1,0,3,1,0,0,0,48.0,0,1
59,0,0,0,18,35,16898,1,40,1,1,0,0,1,0,0,1,0,0,1,23.08,0,1
54,0,0,0,13,35,224620,1,40,1,1,0,0,1,0,2,1,0,0,0,28.85,0,1
48,0,0,0,18,24,113242,1,40,1,1,0,0,1,0,2,1,0,0,1,25.95,0,1
50,0,0,0,14,30,112905,1,40,1,1,0,0,1,0,3,1,0,0,0,52.88,0,1
43,0,0,0,14,23,128539,1,38,1,1,0,0,1,0,1,1,0,0,0,26.0,0,1
58,0,0,0,12,40,64740,1,37,1,1,0,0,1,0,0,1,0,0,0,21.0,0,1
31,0,0,0,18,7,40506,1,40,1,1,0,0,1,0,0,1,0,0,0,35.0,0,1
59,0,0,0,12,41,56741,1,45,1,1,0,0,1,0,0,1,0,0,0,63.33,0,1
65,0,0,0,12,47,51475,1,35,1,1,0,0,1,0,0,1,0,0,0,10.5,0,1
44,0,0,0,16,22,50500,1,40,1,1,0,0,1,0,1,1,0,0,0,32.11,0,1
38,0,0,0,18,14,252002,1,35,1,1,0,0,1,0,1,1,0,0,1,17.0,0,1
31,0,0,0,10,15,3900,1,40,0,1,1,0,1,0,2,1,0,0,0,10.0,0,1
58,0,1,0,16,36,69524,1,40,1,1,1,0,1,0,0,1,0,0,0,18.75,0,0
40,0,0,0,16,18,99319,1,40,1,1,0,0,1,0,2,1,0,0,1,25.95,0,1
49,0,0,0,16,27,0,1,60,1,1,0,0,1,0,3,1,0,0,0,38.47,0,1
42,0,0,0,18,18,80050,1,40,1,1,0,0,1,0,2,1,0,0,0,43.28,0,1
60,0,0,0,18,36,75119,1,5,1,1,0,0,1,0,1,1,0,0,1,230.8,0,1
33,0,0,0,14,13,54000,1,40,1,1,0,0,1,0,2,1,0,0,0,16.83,0,1
