age,bay_area,cabernet,carneros,cases,cluster,estate,mendocino,merlot,napa,nonvariety,pinot,price,reserve,score,shiraz,sierra,sonoma,sth_coast,time,vineyard,washington,y00,y91,y92,y93,y94,y95,y96,y97,y98,y99
2,0,0,0,0.46799999999999997,1,0,0,0,0,0,1,28.080002,1,82,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,10.658,1,0,0,0,0,0,0,30.249998,0,92,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0.438,1,0,0,0,1,0,0,23.400002,0,83,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0.434,1,0,0,0,1,0,0,23.539999,0,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.943,1,0,1,0,0,0,0,27.540001,0,87,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,5.0,1,0,0,0,1,1,0,33.899998,0,89,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.5,1,0,0,0,0,0,0,28.559998,0,85,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1.008,1,0,0,0,0,0,0,28.749998,0,88,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,1,0.4,1,0,0,0,0,0,1,31.050001,1,85,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
5,0,0,0,0.85,1,0,0,0,0,0,0,29.119999,0,87,1,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,1,1,0,0.11000000000000001,1,0,0,0,0,0,0,28.749998,0,87,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,1.3,1,0,0,0,1,0,0,36.799999,0,92,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,1.3900000000000001,1,0,0,0,0,0,0,24.480001,0,88,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.5,1,0,1,0,0,0,1,26.4,0,89,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,1.4,1,0,0,0,0,0,1,27.500002,0,86,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.5,1,0,0,0,1,0,0,28.890001,1,86,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,0,0.21200000000000002,1,0,0,0,0,0,1,27.500002,0,88,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.663,1,0,0,1,0,0,0,24.610003,0,79,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.9,1,0,0,0,1,1,0,24.800001,0,88,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1,0,3.688,1,0,0,0,0,0,0,27.820004,0,88,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.36,1,0,0,0,0,0,0,27.120001,0,87,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,2.613,1,0,0,0,1,1,0,33.93,0,89,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0.135,1,0,0,0,0,0,1,24.199999,0,86,0,0,0,1,8,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0.08399999999999999,1,0,0,0,0,0,0,29.119999,0,83,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,1.8850000000000002,1,0,0,0,0,0,0,28.080002,0,85,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,4.0,1,0,0,0,0,0,1,29.040003,0,86,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,4.8,1,0,0,0,0,1,0,31.640003,1,90,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,11.3,1,0,0,0,0,0,0,30.799999,0,95,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,1.3,1,0,0,1,1,0,0,31.050001,0,87,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1,0,0.37,1,0,0,0,1,0,0,33.899998,1,80,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,1,0,0,0.5599999999999999,1,0,0,0,0,0,1,23.539999,0,83,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.178,1,0,0,0,0,0,1,29.960003,0,83,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,3.6,1,0,0,0,1,0,0,24.610003,0,85,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0.625,1,0,0,1,0,0,0,24.610003,0,86,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0.16499999999999998,1,0,0,0,0,0,0,25.299999,0,88,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0
3,0,0,0,1.3,1,0,0,0,0,0,1,37.449997,0,91,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
4,0,1,0,0.9,1,0,0,0,1,0,0,28.249998,1,88,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0.2,1,0,0,1,0,0,0,30.799999,0,87,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,0.4,1,0,0,0,1,0,0,29.040003,0,86,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0.4,1,0,1,1,0,0,0,27.039999,0,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0.144,1,0,0,1,0,0,0,33.0,1,87,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0
4,0,1,0,0.21400000000000002,1,0,0,0,0,0,0,29.249996,1,85,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0
3,0,1,0,1.2,1,0,0,0,1,0,0,32.760002,0,88,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,0,0.22999999999999998,1,0,0,0,0,0,0,26.91,0,84,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0
2,1,0,0,1.353,1,0,0,0,0,0,0,27.120001,0,89,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,1.8399999999999999,1,0,0,0,0,0,0,30.600002,0,89,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,1,1,0,1.45,1,0,0,0,0,0,0,29.249996,0,89,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0
3,0,0,1,3.4,1,0,0,0,0,0,1,23.539999,0,86,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
4,0,0,0,0.96,1,0,0,0,1,1,0,34.239998,0,87,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.1,1,0,0,1,0,0,0,25.500002,0,86,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,1.3039999999999998,1,0,0,0,0,0,0,29.960003,0,88,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
4,0,1,0,0.251,1,0,0,0,0,0,0,34.319996,0,80,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,1.03,1,0,0,0,0,0,0,28.559998,0,87,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,3.8,1,0,0,0,0,0,0,28.249998,0,88,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.425,1,0,0,1,0,0,0,26.0,0,84,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.315,1,0,0,0,0,0,1,23.539999,1,83,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,8.0,1,0,0,0,1,0,0,36.380001,0,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,5.0,1,0,0,0,1,0,1,35.650002,1,89,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,1,1.351,1,0,0,0,0,0,1,33.899998,0,91,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,1.3800000000000001,1,0,0,0,0,0,0,27.120001,0,86,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.55,1,0,0,0,1,0,1,29.249996,0,89,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0.9,1,0,0,0,0,0,1,29.379997,0,87,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,1.2,1,0,0,0,0,0,1,28.0,0,87,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0.5,1,0,0,0,0,0,1,24.960001,0,84,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0.7,1,0,0,0,0,0,0,30.600002,0,88,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,2.1,1,0,0,0,0,0,0,28.249998,1,90,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.2,1,0,0,1,1,0,0,24.860001,0,86,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.225,1,0,0,0,0,0,1,26.91,0,86,0,0,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,1.77,1,0,0,0,0,0,0,27.039999,0,83,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.314,1,0,0,0,1,0,0,22.599998,0,83,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,7.0,1,0,0,0,1,0,0,33.899998,0,93,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.5,1,0,0,0,0,1,0,29.960003,0,87,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
3,0,0,0,2.5,1,0,1,1,0,0,0,29.960003,1,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,2.6,1,0,0,0,1,0,0,26.749998,0,87,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.563,1,0,0,0,0,0,0,33.0,0,88,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,1.434,1,0,0,0,0,0,1,25.500002,0,81,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,0.077,1,0,0,0,0,0,0,30.600002,0,90,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.18,1,0,0,0,0,0,0,27.500002,0,88,1,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1,0,0.465,1,0,0,0,0,0,0,27.500002,0,87,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,1.1,1,0,0,0,1,0,0,29.119999,0,88,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.925,1,0,0,0,0,0,0,24.57,0,88,1,0,0,0,8,1,1,0,0,0,1,0,0,0,0,0,0
3,0,0,0,1.218,1,0,0,1,1,0,0,26.749998,0,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,1.95,1,0,0,0,1,0,0,25.68,0,87,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
4,1,0,0,2.2399999999999998,1,0,0,0,0,1,0,33.880001,0,84,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0.9,1,0,0,1,1,0,0,29.249996,0,84,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,3.7,1,0,0,1,1,0,0,26.4,0,88,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.308,1,0,0,0,0,0,0,25.68,0,83,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,1.163,1,0,0,0,0,0,0,28.0,0,86,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,1.4,1,0,0,0,1,0,0,36.799999,0,92,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0.2,1,0,0,0,0,0,1,32.100002,0,78,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0.5,1,0,0,0,1,0,0,28.559998,0,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0.9,1,0,0,0,0,1,0,28.249998,0,90,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,1.2,1,0,0,0,0,0,0,24.960001,0,89,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1.3,1,0,0,0,0,0,0,28.890001,0,88,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0.11000000000000001,1,0,0,0,0,0,0,31.029999,0,91,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
5,0,1,0,0.893,1,0,1,0,0,0,0,26.4,0,86,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,0.13999999999999999,1,0,0,0,0,0,0,24.800001,0,85,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0
3,0,0,0,2.327,1,0,0,0,0,0,0,28.890001,0,88,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0.192,1,0,0,0,0,0,0,27.500002,0,88,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.15,1,0,0,1,0,0,0,27.280001,0,88,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,3.0,1,0,0,0,0,1,0,27.500002,0,89,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0.35,1,0,0,0,0,0,1,27.6,1,90,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0,0.8,1,0,0,0,0,0,0,35.000004,0,91,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,3.4899999999999998,1,0,0,0,0,0,0,24.199999,0,87,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,5.18,1,0,0,1,1,0,0,28.559998,0,82,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1.609,1,0,0,0,0,0,1,28.249998,1,87,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.8800000000000001,1,0,0,0,1,0,0,27.500002,0,88,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0.64,1,0,0,0,0,0,0,28.559998,0,85,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,2.484,1,0,0,1,0,0,0,25.740002,0,89,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0
3,0,0,0,1.2,1,0,0,1,0,0,0,27.500002,0,86,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
4,1,0,0,0.225,1,0,0,1,0,0,0,33.280003,0,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
4,0,1,0,0.7,1,0,0,0,1,0,0,24.960001,0,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,0,0.775,1,0,0,0,0,0,0,32.639999,0,91,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,3.9299999999999997,1,0,0,1,1,0,0,27.120001,0,88,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0.53,1,0,0,1,1,0,0,25.299999,1,88,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,0.137,1,0,0,0,0,0,1,29.960003,0,81,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
4,0,1,0,1.241,1,0,0,0,0,0,0,31.029999,1,84,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0
2,0,1,0,7.581999999999999,1,0,0,0,0,0,0,26.749998,0,87,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
5,1,0,0,1.875,1,0,0,0,0,0,1,29.9,0,87,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,1.0779999999999998,1,0,0,1,1,0,0,33.0,0,88,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,1.552,1,0,0,0,0,0,0,23.539999,0,86,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0
4,0,1,0,0.75,1,0,0,0,0,0,0,31.029999,0,83,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0
3,0,1,0,1.706,1,0,0,0,1,0,0,25.740002,0,85,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,0,2.5949999999999998,1,0,0,0,0,0,0,28.080002,0,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0.22999999999999998,1,0,0,0,1,0,0,29.760002,0,90,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0.5,1,0,0,1,1,0,0,27.120001,0,87,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0,1.5,1,0,0,0,0,0,0,25.99,0,86,0,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0
4,0,0,0,3.5,1,1,0,0,1,1,0,26.0,0,84,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0.125,1,0,0,0,0,0,1,28.249998,0,84,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,1.06,1,0,0,0,0,0,1,24.199999,0,82,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0
4,0,0,0,0.9099999999999999,1,0,0,0,0,0,0,28.249998,0,89,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0.446,1,0,0,0,1,0,0,28.0,0,86,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0.8880000000000001,1,0,0,0,0,0,0,24.57,0,91,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3,1,0,0,1.028,1,0,0,0,0,0,1,25.41,0,84,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
5,0,0,0,0.5,1,0,0,1,0,0,0,40.25,1,91,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1,0,3.5479999999999996,1,0,0,0,1,0,0,25.68,0,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,1.8,1,0,0,1,0,0,0,24.800001,0,85,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0.353,1,1,0,0,0,1,0,28.249998,0,89,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0.8039999999999999,1,0,0,1,0,0,0,33.0,0,88,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0
