x,y
10,163.650009
10,294.772583
10,166.047318
10,241.573715
10,177.390396
10,232.306
10,242.59906
10,159.721558
10,232.734344
10,167.589706
10,177.070709
10,222.487503
10,219.57103
10,153.196823
10,184.675369
10,190.145218
10,299.635437
10,159.424927
10,150.21051
10,259.888214
10,189.492691
10,194.565933
10,157.38176
10,224.755249
10,178.329025
10,421.954803
10,171.363907
10,181.157776
10,152.931335
10,155.354294
10,200.720016
10,210.115906
10,175.689285
10,260.183197
10,191.042084
10,159.939072
10,184.949326
10,250.349533
10,259.261078
10,213.855087
10,147.100967
10,168.237549
10,177.320602
10,186.632523
10,230.193115
10,175.725708
10,213.601486
10,158.448318
10,207.790283
10,178.818634
10,230.821609
10,146.631714
10,188.74472
10,245.700012
10,220.355286
10,211.778915
10,193.325974
10,169.12999
10,218.247101
10,178.532516
10,201.351212
10,203.280472
10,215.824783
10,225.165741
10,172.854919
10,195.960449
10,158.004089
10,190.870026
10,209.579391
10,133.220642
10,138.187241
10,179.04805
10,165.911728
10,142.108414
10,208.084656
10,206.86203
10,200.319916
10,166.131638
10,190.804306
10,156.351089
10,180.53624
10,204.62912
10,168.192566
10,157.560745
10,187.79863
10,163.344528
10,189.227341
10,151.881104
10,174.027267
10,260.416412
10,202.489029
10,185.955505
10,188.639526
10,161.137817
10,290.272583
10,169.09491
10,185.449799
10,225.60733
10,228.930161
10,132.480179
10,151.838043
10,179.510529
10,225.113403
10,185.05809
10,160.484833
10,162.393997
10,200.001343
10,151.620438
10,204.385376
10,255.119186
10,180.195572
10,216.38829
10,176.912369
10,216.961868
10,246.518295
10,169.087982
10,198.027557
10,211.18837
10,192.860718
10,185.409409
10,156.37056
10,161.764709
10,173.774689
10,168.85614
10,223.780563
10,189.141815
10,161.216736
10,181.930206
10,153.606735
10,166.500458
10,230.709778
10,216.263275
10,219.60936
10,206.870758
10,283.609436
10,208.421722
10,184.500198
10,177.869186
10,185.043365
10,172.975021
10,160.713455
10,254.464569
10,197.039948
10,249.03569
10,149.83403
10,235.496048
10,285.06955
10,197.037369
10,183.941422
10,165.010971
10,153.024246
10,276.03418
10,161.567062
10,165.979095
10,183.08287
10,171.35556
10,180.109131
10,143.020889
10,164.819305
10,261.319244
10,209.601639
10,156.412109
10,256.156921
10,143.691986
10,207.439087
10,160.424515
10,294.73114
10,160.316986
10,269.414673
10,205.977203
10,350.486755
10,147.891205
10,159.003479
10,199.228394
10,143.750519
10,138.723358
10,157.53923
10,163.107742
10,187.274109
10,229.619812
10,139.300171
10,171.773117
10,181.616959
10,238.654358
10,202.401611
10,167.240601
10,249.551437
10,200.909653
10,188.150757
10,179.383453
10,344.916718
10,254.147141
10,264.237976
10,181.902756
10,237.122238
10,203.444534
10,172.725769
10,217.345901
10,246.407104
10,153.959396
10,141.590271
10,229.797211
10,169.098526
10,242.898911
10,213.062256
10,168.283493
10,141.331284
10,143.390228
10,162.786621
10,193.75209
10,277.840546
10,181.799164
10,149.960693
10,139.841537
10,236.634079
10,204.77298
10,269.174896
10,210.417496
10,181.716751
10,215.922623
10,188.389221
10,183.087311
10,251.209091
10,242.942902
10,214.126907
10,170.643372
10,158.228195
10,147.908951
10,157.230621
10,145.041199
10,183.616592
10,291.583099
10,142.385773
10,145.916138
10,138.675903
10,173.047348
10,202.289322
10,293.591431
10,202.043167
10,246.981461
10,171.250992
10,149.982193
10,139.650146
10,157.714218
10,224.511139
10,168.011566
10,181.378372
10,258.29837
10,259.164307
10,218.218369
10,190.659653
10,174.008835
10,148.953552
10,262.18335
10,234.532104
10,212.290405
10,239.037552
10,188.277618
10,160.83374
10,131.22081
10,329.395905
10,269.170258
10,349.130554
10,344.704254
10,266.556061
10,200.11557
10,221.685104
10,177.169998
10,158.230179
10,157.08757
10,255.492844
10,211.743546
10,192.811203
10,157.420105
10,165.692322
10,202.228287
10,248.874252
10,182.23439
10,211.024887
10,145.00621
10,307.687592
10,278.047302
10,183.674332
10,178.596695
10,216.585083
20,356.856201
20,373.089844
20,234.881866
20,306.340881
20,251.578781
20,329.385132
20,278.938629
20,276.245117
20,267.095947
20,391.066895
20,316.031799
20,457.468109
20,296.351349
20,246.107422
20,316.736969
20,290.920837
20,280.174011
20,263.365143
20,249.89859
20,298.750977
20,275.559326
20,286.884125
20,320.224365
20,422.187531
20,368.554016
20,248.638702
20,288.151459
20,299.098969
20,370.824005
20,305.068848
20,274.536896
20,238.624924
20,245.105499
20,342.171173
20,306.072876
20,332.139954
20,248.831665
20,355.226959
20,348.691315
20,275.726715
20,402.929688
20,283.369232
20,257.290192
20,335.071716
20,235.17717
20,329.4422
20,320.983795
20,306.214783
20,247.562057
20,293.215942
20,295.401428
20,308.573944
20,285.776031
20,280.631805
20,351.289978
20,317.466675
20,264.14624
20,332.106201
20,294.014893
20,367.239075
20,290.302002
20,260.045624
20,379.735779
20,281.713226
20,325.755371
20,261.595581
20,236.70253
20,424.576294
20,304.885864
20,327.12027
20,259.447693
20,264.297882
20,249.056503
20,320.265045
20,298.75473
20,235.376144
20,294.768799
20,260.677307
20,267.524475
20,275.999451
20,280.977264
20,359.945404
20,292.348602
20,275.252625
20,262.453979
20,491.146027
20,333.228088
20,304.769958
20,313.071381
20,264.564636
20,264.707275
20,348.791901
20,389.716278
20,418.318512
20,277.847717
20,256.329559
20,281.768433
20,334.155579
20,259.615356
20,290.489288
20,275.452393
20,298.866302
20,340.118317
20,311.418854
20,259.444794
20,339.210938
20,265.592651
20,241.017334
20,362.08017
20,269.910858
20,256.816895
20,291.658783
20,281.416016
20,347.879944
20,282.926544
20,270.80542
20,431.038818
20,286.58017
20,265.86734
20,323.084778
20,331.740143
20,247.908493
20,303.946045
20,331.221985
20,283.067261
20,397.660248
20,274.605011
20,265.723633
20,312.695679
20,253.261032
20,286.709686
20,371.341064
20,252.000122
20,272.775909
20,368.865448
20,321.69458
20,328.35614
20,252.0121
20,283.904388
20,414.810913
20,273.44223
20,294.835632
20,416.122711
20,280.778137
20,293.730347
20,269.637512
20,270.455261
20,273.902588
20,445.150208
20,373.884583
20,278.396973
20,252.66481
20,292.290253
20,388.961456
20,395.830322
20,357.468658
20,341.855408
20,243.842651
20,249.546219
20,269.526703
20,330.447174
20,257.407806
20,308.251373
20,253.400009
20,305.421234
20,379.00705
20,276.08847
20,320.841034
20,268.78775
20,273.62854
20,276.936584
20,276.353516
20,258.415466
20,256.123688
20,327.05365
20,307.785248
20,284.419495
20,333.174042
20,307.696564
20,265.400513
20,289.799744
20,250.667801
20,241.572174
20,318.733002
20,238.504074
20,247.631622
20,288.308929
20,292.925598
20,297.615997
20,288.787506
20,276.776459
20,274.900696
20,338.489258
20,259.985901
20,252.294083
20,267.892212
20,282.328308
20,278.324463
20,304.943085
20,344.741425
20,269.2565
20,292.195465
20,369.997223
20,415.965302
20,389.327057
20,329.552002
20,300.635712
20,277.106995
20,270.929321
20,287.462555
20,275.274689
20,266.111847
20,248.432495
20,300.420898
20,298.608307
20,253.715271
20,334.514221
20,246.841553
20,315.969696
20,300.340424
20,258.67807
20,306.54541
20,256.872498
20,332.269958
20,235.691162
20,289.975281
20,279.198608
20,239.928818
20,272.771362
20,409.357513
20,315.494385
20,252.13681
20,272.293884
20,338.354797
20,244.854309
20,249.405716
20,248.821442
20,373.79776
20,308.495667
20,267.046051
20,256.250885
20,265.577698
20,287.971985
20,270.67984
20,253.005051
20,253.793839
20,308.20108
20,382.536682
20,427.670227
20,388.899109
20,341.552551
20,264.854828
20,313.345886
20,262.61145
20,261.371704
20,275.554535
20,391.054413
20,269.164398
20,399.444214
20,295.922394
20,234.09053
20,279.4151
20,270.088745
20,368.52475
20,255.640152
20,286.262878
20,258.430206
20,263.75824
20,250.391907
20,274.75177
20,263.773438
20,288.821594
20,289.956116
20,313.68042
20,293.933258
20,323.472504
20,236.262192
20,274.322021
20,273.800201
20,317.402313
20,305.208466
20,279.661682
20,291.99649
20,280.621429
20,277.975647
20,295.35556
20,292.827271
20,245.119263
20,298.896484
20,290.224854
20,290.118408
20,412.607513
20,289.073273
20,337.612152
20,337.653259
20,253.644592
20,318.992584
20,390.188995
20,358.776001
20,461.593781
20,324.220062
20,277.293976
20,279.963257
20,234.589035
20,242.930374
20,429.832001
20,402.846191
20,331.715851
20,313.858429
20,234.773483
20,288.35141
20,327.119537
20,336.829681
20,268.462128
20,276.427856
20,338.588379
20,305.837158
20,415.866516
20,342.485962
20,292.346863
20,233.794098
20,374.898926
20,367.47934
20,311.407349
20,315.499237
20,345.632324
20,384.476685
20,360.109894
20,351.257111
20,256.989075
20,411.328125
20,311.374054
20,335.509644
20,286.582184
20,259.782135
20,280.558838
20,254.431122
20,287.618591
20,282.531372
20,287.868225
20,376.368713
20,372.645386
20,349.430847
20,334.199646
20,294.062073
20,256.157379
20,452.652405
20,372.750397
20,374.880798
20,336.927124
20,287.5672
20,238.825699
20,290.68396
20,237.640182
20,339.707642
20,254.036713
20,262.000122
20,315.048065
20,297.086273
20,327.003937
20,269.576965
20,289.516968
20,376.226532
20,290.945465
20,294.235016
20,286.335632
20,281.613129
20,267.715179
20,268.507324
20,266.661987
20,292.171631
20,250.754074
20,408.620483
20,287.950195
20,256.004761
20,368.221283
20,414.978485
20,323.293884
20,306.299561
20,286.26004
20,303.20816
20,262.700836
20,236.874176
20,276.475769
20,286.378876
20,286.532501
20,277.841675
20,319.276123
20,323.894257
20,318.201691
20,353.404083
20,298.856934
20,266.319244
20,233.055786
20,300.46524
20,293.475555
20,265.678436
20,284.552002
20,274.432312
20,279.282318
20,306.126831
20,287.707123
20,269.961029
20,296.998444
20,288.701996
20,291.799103
20,294.8237
20,301.230896
20,267.950256
20,254.18956
20,409.908844
20,356.730652
20,291.421539
20,257.456085
20,307.376221
20,379.208801
20,340.798981
20,232.690186
20,266.807495
20,283.821075
20,261.416046
20,291.743347
20,247.382156
20,367.620026
20,378.52124
20,317.615875
20,249.729492
20,238.781754
20,302.559753
20,332.498444
20,375.369171
20,267.033142
20,463.008209
20,347.136871
20,360.781891
20,328.46579
20,293.334656
20,336.156006
20,262.972076
20,349.819305
20,251.240677
20,286.279572
20,360.565948
20,254.939911
20,276.915833
20,312.093445
20,319.664642
20,240.546143
20,376.431213
20,277.541199
20,260.758667
20,329.587921
20,361.086792
20,362.809082
20,302.665802
20,272.807922
20,278.025238
20,267.855011
20,254.957977
20,268.550232
20,304.920013
20,251.501892
20,299.883209
20,269.648865
20,241.943817
20,314.831696
20,254.039459
20,265.328583
20,241.630981
20,361.754517
20,266.62561
20,282.27536
20,415.172699
20,302.436523
20,282.025452
20,270.530609
20,242.717804
20,288.311279
20,285.882263
20,261.001862
20,256.105865
20,311.533569
20,270.780975
20,245.506027
20,266.048767
20,319.794098
20,335.562988
20,306.112213
20,272.344879
20,285.935486
20,246.350357
20,288.528839
20,290.781799
20,290.191681
20,283.831879
20,358.170746
20,286.845032
20,269.181549
20,314.661255
20,271.568756
