default,arm,refinance,lien2,term30,underwater,ltv,rate,amount,fico
1.0,1.0,1.0,0.0,1.0,1.0,83.33,2.75,19.9999,663.0
0.0,1.0,1.0,0.0,1.0,1.0,53.96,2.875,14.3,679.0
0.0,1.0,1.0,0.0,1.0,1.0,59.7,2.875,15.7,679.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,2.75,14.8,706.0
0.0,1.0,1.0,0.0,1.0,1.0,61.29,2.625,19.0,718.0
0.0,1.0,0.0,0.0,1.0,1.0,76.32,3.375,22.4,686.0
1.0,1.0,0.0,0.0,1.0,1.0,78.62,4.25,22.8,711.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.625,23.68,742.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.625,34.4,762.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,4.0,18.0,728.0
0.0,1.0,0.0,0.0,1.0,1.0,63.59,3.625,24.4816,742.0
0.0,1.0,0.0,0.0,1.0,1.0,79.8,4.0,31.92,670.0
0.0,1.0,0.0,0.0,1.0,1.0,73.46,2.75,19.1,672.0
0.0,1.0,1.0,0.0,1.0,1.0,69.71,2.75,21.4,672.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,3.125,30.0,638.0
0.0,1.0,1.0,0.0,1.0,1.0,52.38,5.5,16.5,704.0
0.0,1.0,1.0,0.0,1.0,1.0,78.22,5.5,35.2,676.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,20.0,780.0
0.0,1.0,0.0,0.0,1.0,1.0,77.27,3.125,20.4,671.0
0.0,1.0,1.0,0.0,1.0,1.0,59.25,3.875,23.7,742.0
0.0,1.0,0.0,0.0,1.0,1.0,75.0,2.75,24.0,740.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,40.8,674.0
0.0,1.0,0.0,0.0,1.0,1.0,78.36,6.0,22.88,703.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,16.8,677.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.125,16.4,769.0
0.0,1.0,0.0,0.0,1.0,0.0,46.22,5.875,35.5,728.0
0.0,1.0,0.0,0.0,1.0,1.0,74.72,4.5,18.68,693.0
0.0,1.0,0.0,0.0,1.0,1.0,70.0,6.25,18.69,744.0
0.0,1.0,0.0,0.0,0.0,1.0,79.82,5.125,17.48,642.0
0.0,1.0,0.0,0.0,1.0,1.0,90.0,3.875,24.57,768.0
0.0,1.0,1.0,0.0,1.0,1.0,65.85,5.875,27.0,654.0
0.0,1.0,0.0,0.0,1.0,1.0,79.07,4.0,23.72,672.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.75,31.68,664.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.125,19.2,659.0
0.0,1.0,0.0,0.0,1.0,1.0,78.62,5.0,22.8,819.0
0.0,1.0,1.0,0.0,1.0,1.0,69.62,2.75,11.0,781.0
0.0,1.0,0.0,0.0,1.0,1.0,79.6,4.875,50.15,704.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.875,16.56,672.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.0,18.0,723.0
0.0,1.0,0.0,0.0,1.0,1.0,70.0,6.125,17.5,781.0
0.0,1.0,0.0,0.0,1.0,1.0,61.83,5.875,16.2,719.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.75,28.0,705.0
0.0,1.0,0.0,0.0,1.0,1.0,78.95,6.375,15.0,729.0
0.0,1.0,0.0,0.0,0.0,1.0,79.45,4.875,52.4388,707.0
0.0,1.0,1.0,0.0,1.0,1.0,70.0,5.875,10.5,736.0
0.0,1.0,0.0,0.0,1.0,1.0,90.0,5.0,22.05,656.0
0.0,1.0,1.0,0.0,1.0,1.0,67.05,5.375,31.85,652.0
0.0,1.0,0.0,0.0,1.0,1.0,76.05,7.25,20.0,770.0
0.0,1.0,1.0,0.0,1.0,1.0,78.85,2.625,20.5,703.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.75,54.4,744.0
0.0,1.0,1.0,0.0,1.0,1.0,73.25,2.0,55.3,711.0
1.0,1.0,0.0,0.0,1.0,1.0,78.14,6.125,40.24,705.0
0.0,1.0,1.0,0.0,1.0,1.0,66.76,6.25,24.5,680.0
1.0,1.0,0.0,0.0,1.0,1.0,67.41,3.75,18.2,750.0
0.0,1.0,1.0,0.0,1.0,1.0,65.31,6.0,80.0,694.0
0.0,1.0,0.0,0.0,1.0,1.0,74.48,5.75,20.4821,775.0
0.0,1.0,1.0,0.0,1.0,1.0,68.89,5.875,37.2,706.0
0.0,1.0,1.0,0.0,1.0,0.0,44.24,6.5,18.8,737.0
0.0,1.0,0.0,0.0,1.0,1.0,79.7,6.25,17.136,788.0
0.0,1.0,0.0,0.0,1.0,1.0,79.27,6.25,17.36,788.0
0.0,0.0,0.0,0.0,1.0,1.0,82.98,6.0,33.19,741.0
0.0,0.0,1.0,0.0,1.0,0.0,75.1,6.625,18.4,695.0
1.0,0.0,1.0,0.0,1.0,0.0,79.82,6.875,13.25,713.0
1.0,0.0,0.0,0.0,1.0,1.0,89.71,6.875,13.905,652.0
0.0,0.0,0.0,0.0,1.0,1.0,77.6,6.375,20.952,738.0
0.0,1.0,1.0,0.0,1.0,0.0,46.25,3.75,37.0,697.0
1.0,1.0,0.0,0.0,1.0,1.0,79.97,3.625,28.39,731.0
0.0,1.0,1.0,0.0,1.0,1.0,67.7,4.0,28.5,696.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,9.6,743.0
0.0,1.0,1.0,0.0,1.0,1.0,79.79,3.25,37.5,801.0
1.0,1.0,0.0,0.0,1.0,1.0,72.92,3.625,21.0,753.0
0.0,0.0,0.0,0.0,1.0,1.0,70.0,6.25,98.0,666.0
0.0,1.0,0.0,0.0,1.0,1.0,79.0,3.375,42.5024,717.0
0.0,1.0,1.0,0.0,1.0,1.0,70.93,4.875,30.5,640.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.25,16.0,743.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,3.125,22.8,648.0
0.0,1.0,0.0,0.0,1.0,1.0,57.43,3.125,20.1,752.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,24.4,743.0
0.0,1.0,0.0,0.0,1.0,1.0,78.69,3.125,24.0,743.0
1.0,1.0,0.0,0.0,1.0,1.0,79.97,3.125,29.59,763.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,3.125,21.2,698.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.625,18.5136,698.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.375,21.2,770.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,22.0,706.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,84.0,736.0
0.0,1.0,1.0,0.0,1.0,0.0,42.97,3.375,75.2,692.0
0.0,1.0,1.0,0.0,1.0,0.0,47.67,3.375,71.5,740.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,5.0,21.9998,716.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,2.625,60.0,707.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.75,14.0,734.0
0.0,1.0,0.0,0.0,1.0,1.0,79.08,3.0,27.52,716.0
0.0,1.0,1.0,0.0,1.0,0.0,76.67,5.0,11.5,769.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,3.125,26.4,647.0
0.0,1.0,0.0,0.0,1.0,1.0,75.0,4.0,15.45,815.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,5.375,16.64,742.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,6.0,16.125,676.0
0.0,1.0,0.0,0.0,1.0,1.0,67.27,6.875,26.0,753.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,6.0,16.125,676.0
0.0,1.0,0.0,0.0,1.0,1.0,78.37,3.5,19.2,724.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.0,27.88,743.0
0.0,1.0,0.0,0.0,1.0,1.0,78.72,6.75,29.52,754.0
1.0,1.0,0.0,0.0,1.0,1.0,78.63,6.75,13.76,676.0
0.0,1.0,1.0,0.0,1.0,1.0,65.0,7.0,16.25,757.0
0.0,1.0,0.0,0.0,1.0,1.0,60.0,6.375,67.8,689.0
1.0,1.0,1.0,0.0,1.0,1.0,87.91,5.75,40.0,721.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.875,30.4,710.0
0.0,1.0,0.0,0.0,1.0,1.0,76.92,3.25,21.0,635.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.5,23.84,753.0
1.0,1.0,0.0,0.0,1.0,1.0,74.75,4.82,45.6,732.0
1.0,0.0,1.0,0.0,1.0,1.0,96.34,6.5,13.9686,767.0
0.0,1.0,1.0,0.0,1.0,1.0,85.0,6.125,60.86,649.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.875,35.2,710.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.625,52.8,690.0
1.0,1.0,0.0,0.0,1.0,1.0,90.0,3.75,52.65,753.0
1.0,1.0,1.0,0.0,1.0,1.0,87.0,3.5,43.5,629.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.625,42.8,772.0
0.0,1.0,0.0,0.0,1.0,1.0,76.1,3.375,46.8,723.0
0.0,1.0,0.0,0.0,1.0,1.0,79.96,3.25,43.7381,758.0
0.0,1.0,1.0,0.0,1.0,1.0,67.07,3.125,38.9,762.0
0.0,1.0,1.0,0.0,1.0,0.0,42.86,4.25,45.0,774.0
0.0,1.0,1.0,0.0,1.0,1.0,53.02,5.625,58.3245,733.0
1.0,1.0,0.0,0.0,1.0,1.0,78.83,5.375,37.84,715.0
0.0,1.0,1.0,0.0,1.0,1.0,62.5,4.5,112.5,715.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.375,36.8,761.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.75,46.8,761.0
0.0,1.0,0.0,0.0,1.0,1.0,21.11,3.75,21.11,697.0
0.0,1.0,0.0,0.0,1.0,1.0,79.88,2.625,30.4348,681.0
1.0,0.0,0.0,0.0,0.0,1.0,95.0,4.5,31.35,658.0
0.0,0.0,1.0,0.0,1.0,0.0,80.0,5.625,46.0,790.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.85,26.8,671.0
0.0,1.0,1.0,0.0,0.0,1.0,78.49,3.0,20.8,603.0
0.0,1.0,1.0,0.0,0.0,1.0,47.76,3.5,16.0,617.0
1.0,1.0,0.0,0.0,0.0,1.0,96.48,5.375,26.05,696.0
0.0,1.0,1.0,0.0,0.0,1.0,80.0,2.0,18.4,576.0
0.0,1.0,0.0,0.0,0.0,1.0,78.26,4.0,18.0,633.0
0.0,1.0,1.0,0.0,0.0,1.0,76.74,2.0,16.5,524.0
0.0,1.0,1.0,0.0,0.0,1.0,90.0,2.0,19.71,760.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.5,79.2,714.0
1.0,0.0,1.0,0.0,1.0,1.0,73.68,8.09,21.0,629.0
0.0,0.0,1.0,0.0,1.0,1.0,64.79,8.25,23.0,579.0
1.0,1.0,0.0,0.0,1.0,1.0,90.0,7.75,28.8,587.0
0.0,1.0,1.0,0.0,1.0,1.0,46.32,8.45,13.2,525.0
