id,year,month,count,occasion,advanced,alcbev,appar,college,entert,food,foodaway,health,hsplus,income,midwest,nohs,northeast,older,read,rural,smsa,south,west
255101,2013,1,2,1,0,0.0,22.78,1,18.78,144.44,109.11,0.0,0,42.29,0,0,0,0,22.22,0,1,1,0
255101,2013,4,2,2,0,0.0,19.44,1,1.67,173.33,58.0,3.33,0,38.9,0,0,0,0,1.78,0,1,1,0
255123,2013,4,1,1,0,0.0,0.0,0,0.0,144.44,14.44,0.0,1,23.75,0,0,0,0,0.0,0,0,1,0
255158,2013,4,1,1,0,16.67,40.0,0,20.11,79.44,36.11,0.0,1,75.0,0,0,0,0,4.44,0,1,1,0
255204,2013,1,1,1,1,6.67,33.33,0,152.44,252.78,0.0,66.67,0,85.49,0,0,0,0,4.0,0,1,0,1
255212,2013,1,2,1,0,0.0,0.0,0,8.33,28.89,0.0,63.08,1,29.84,0,0,0,1,0.0,0,1,0,1
255212,2013,4,2,2,0,0.0,1.11,0,8.33,65.0,0.0,69.63,1,10.45,0,0,0,1,0.0,0,1,0,1
255214,2013,1,2,1,0,0.0,41.89,1,142.11,296.11,57.78,13.33,0,101.71,0,0,1,0,10.67,0,1,0,0
255214,2013,4,2,2,0,10.0,18.67,1,151.78,223.89,86.67,0.0,0,111.67,0,0,1,0,13.33,0,1,0,0
255237,2013,1,2,1,0,0.0,0.0,0,18.89,129.44,17.33,66.6,1,35.65,0,0,1,1,28.33,0,1,0,0
255237,2013,4,2,2,0,0.0,9.67,0,32.44,223.89,0.0,132.82,1,27.36,0,0,1,1,14.0,0,1,0,0
255241,2013,4,1,1,0,0.0,3.78,0,33.11,134.33,0.0,96.6,1,14.6,0,0,1,1,0.0,0,1,0,0
